parent_asin,pagerank_score,pagerank_normalized,title,brand,subcategory,main_category,price,average_rating,rating_number,image_url
B09XQFTZH7,0.6685660694147667,3.69E-4,"DA97-06177C, DA97-06177B Door Shelf Basket Bin Compatible with Samsung RS22HD/RSG257, Kenmore 4014100 series, Part number : DA63-04205, AP4457757, 2050273, PS4173985",Monst,Shelves,Tools & Home Improvement,44.99,4.8,87,https://m.media-amazon.com/images/I/51TVIKH3RQL._AC_SL1500_.jpg
B08MKBV2ZC,0.6681810760530285,3.69E-4,Cenipar Washing Machine Drain Hose 8 Feet Flexible Discharge Design Compatible with Universal Washer,Cenipar,Hoses,Tools & Home Improvement,,4.4,180,https://m.media-amazon.com/images/I/71n9mhuau6L._AC_SL1500_.jpg
B07DVJVLSJ,0.6680386589409862,3.69E-4,"5214FR3188G Washing Machine Drain Hose,",L Continue,Washer Parts & Accessories,Tools & Home Improvement,,3.8,22,https://m.media-amazon.com/images/I/61Zhvu66VXL._AC_SL1500_.jpg
B07Q5K1VWY,0.6681558236330134,3.69E-4,"Replacement Filter Compatible with compatible with Broan 99010046, 854; Nautilus 99010046; Nutone12537-000, 23740-900 with grommet hole - Measures 11-1/2 diameter x 3/32 thick",Duraflow Filtration,Filters,Tools & Home Improvement,9.96,4.3,188,https://m.media-amazon.com/images/I/A17T+Pa2vwL._AC_SL1500_.jpg
B074X4VM6Z,0.6678458942011543,3.68E-4,Premium 6-Pack Replacement Charcoal Water Filters for Keurig Coffee Machine,Geesta,Disposable Filters,Amazon Home,,4.7,1252,https://m.media-amazon.com/images/I/713bJeIuM6L._AC_SL1500_.jpg
B0BGK5HN24,0.6676211291995816,3.68E-4,Lifetime WE18X25100 WE18M19 Dryer Lint Screen Filter by Seentech - Compatible with GE Dryer – Replaces: AP6037511 PS11767017 DE5100 WE18M28 WE18M25 WE18M19,Seentech,Replacement Parts,Tools & Home Improvement,,4.2,6,https://m.media-amazon.com/images/I/71rV7K38dNL._AC_SL1500_.jpg
B077TSFJDC,0.6676459656740324,3.68E-4,"ICEPURE UKF8001 Replacement Refrigerator Water Filter For Maytag UKF8001, UKF8001AXX, Whirlpool 4396395, EDR4RXD1, 469006, EveryDrop Filter 4, RWF0900A, 5PACK",Icepure,Water Filters,Amazon Home,46.99,4.8,330,https://m.media-amazon.com/images/I/81k4Scene5L._AC_SL1500_.jpg
B072Z235MH,0.6674597147604551,3.68E-4,"Thor Kitchen 30\" Stainless Steel Gas Range Oven with 5 Burner LRG3001U",Thor Kitchen,Freestanding Ranges,Appliances,,3.8,34,https://m.media-amazon.com/images/I/51nN5NjLhUL._AC_SL1024_.jpg
B07YL9VPD7,0.6677206493353162,3.68E-4,Wholesale Sensors Replacement for Frigidaire 297110400 Refrigerator Thermistor 12 Month Warranty,Wholesale Sensors,Parts & Accessories,Tools & Home Improvement,26.95,4.2,46,https://m.media-amazon.com/images/I/61y4+3AJZUL._AC_SL1500_.jpg
B001DPXLXO,0.6679033453354576,3.68E-4,Whirlpool Part Number W10044480: Hinge. L.H.,Whirlpool,Parts & Accessories,Tools & Home Improvement,,5.0,1,https://m.media-amazon.com/images/I/51IExiKNBwL._AC_SL1175_.jpg
B00RKKAUK8,0.6676337297044477,3.68E-4,DC66-00470A Damper-shock,B00rkkauk8,Washer Parts & Accessories,Tools & Home Improvement,21.5,4.2,64,https://m.media-amazon.com/images/I/51uPHy4Gi6L._AC_SL1000_.jpg
B004H6GAE8,0.6676211291995816,3.68E-4,"Cooltech Refrigeration 72-inch 2-1/2 Doors Refrigerated Sandwich Salad Prep Table 72\" CMPH-72BM",Cooltech,Refrigerators,Appliances,,1.0,1,https://m.media-amazon.com/images/I/615KoDo9ZYL._AC_SL1139_.jpg
B00EN9TPCS,0.6676211291995816,3.68E-4,Bakers Pride R3007X #3 Spud Assembly Wo/Spud,Bakers Pride,Oven Parts & Accessories,Tools & Home Improvement,,4.8,5,https://m.media-amazon.com/images/I/61QSgkLTY0L._AC_SL1500_.jpg
B00HV0NBC6,0.6676211291995816,3.68E-4,Cecilware M705A Complete Door Latch,Cecilware,Cooktop Parts & Accessories,,8.46,5.0,1,https://m.media-amazon.com/images/I/51p9PQDxE5L._AC_SL1000_.jpg
B09J24CD3R,0.6676055187918732,3.68E-4,Bake Element Replacement For GE JBS07M1BB JBP24W0H2WW JBS03BH2WH JBP21WC1WW JBS03H2CT JBS27BH2BB JBP22BK1CT JBS07C1WW JBP62WD4WW JBS10DF1WW JBS07H1BB JBS27WC1WW Electric Range - Oven/Stove,Azh,Parts & Accessories,Appliances,40.99,5.0,1,https://m.media-amazon.com/images/I/61YzA4xPgpL._AC_SL1500_.jpg
B073PXFKMW,0.6677761363132975,3.68E-4,"GOLDEN ICEPURE ADQ36006101 Replacement for LG LT700P, 3Pack, 469690, ADQ36006102 LFX31945ST, LFX31925ST, LFX30766S, LFXC24726, LFXS24623, LSFXC2476S, WSL-3, Refrigerator Water Filter",Golden Icepure,Water Filters,Amazon Home,24.99,4.6,328,https://m.media-amazon.com/images/I/71BQwiHgEnL._AC_SL1500_.jpg
B082DK4BZS,0.6677363158044454,3.68E-4,Farm Fresh Rooster Round Electric Stove/Range Burner Kover - Set of 4,Range Kleen,Accessories,Tools & Home Improvement,14.97,4.7,560,https://m.media-amazon.com/images/I/71PrMKNYXJL._AC_SL1500_.jpg
B00N4IEDB2,0.6676634940623801,3.68E-4,Collections Etc Happy Winter Snowman Appliance Handle Covers - Set of 3,Collections Etc,Handles,Amazon Home,19.98,3.8,123,https://m.media-amazon.com/images/I/71PYpEyFupL._AC_SL1001_.jpg
B07S88HYSY,0.6676211291995816,3.68E-4,285671 Washer Lid Switch Replacement for Whirlpool LBR4232DW0 Washing Machine - Compatible with 3352630 Lid Switch - UpStart Components Brand,Upstart Components,Parts & Accessories,Tools & Home Improvement,5.99,5.0,1,https://m.media-amazon.com/images/I/61Hp3GZXCrL._AC_SL1500_.jpg
B07G39GXBQ,0.6674448987840674,3.68E-4,HIFROM IC-4 Refrigerator Freezer Compressor PTC Start Relay Compatible with Frigidaire Gibson GE Ropper Kenmore 32330 WP2262185 WR07X26748 4387913 216594300,Hifrom,Parts & Accessories,Appliances,8.89,4.1,29,https://m.media-amazon.com/images/I/61HFVpCAxNL._AC_SL1001_.jpg
B07B3G478C,0.6676211291995816,3.68E-4,Samsung DC92-01802J Washer Display Board Assembly Genuine Original Equipment Manufacturer (OEM) Part,Samsung,Replacement Parts,Appliances,178.95,5.0,5,https://m.media-amazon.com/images/I/51OMrTjoHSL._AC_SL1000_.jpg
B00LQDEEWA,0.6678749888080245,3.68E-4,Whirlpool 3406108 Switch,Whirlpool,Parts & Accessories,Tools & Home Improvement,28.2,4.6,56,https://m.media-amazon.com/images/I/71jxMf+WPML._AC_SL1500_.jpg
B08RXCB6G1,0.6679332365844763,3.68E-4,"NEPEN Portable Washing Machine with Spin, semi automatic Apartment Small Washing Machine Durable Design, Lavadora y Secadora with Sink Hose",Nepen,Portable Washers,Appliances,,2.9,17,https://m.media-amazon.com/images/I/517iedhHFYL._AC_SL1000_.jpg
B00HNQ9NZ2,0.6676211291995816,3.68E-4,Frymaster 810-0617,Frymaster,Cooktop Parts & Accessories,Tools & Home Improvement,,5.0,4,https://m.media-amazon.com/images/I/51-JwLBsSrL._AC_SL1000_.jpg
B00M25D13O,0.6674762551434803,3.68E-4,Frigidaire 318196633 Knob Range/Stove/Oven,Frigidaire,Knobs,Appliances,,4.4,88,https://m.media-amazon.com/images/I/71p3uNZUg7L._AC_SL1500_.jpg
B0787YGJDD,0.6676805272170686,3.68E-4,"Della Portable 3.5KG Compact Fully 7.7lbs Top Load Automatic Mini Washing Laundry Machine Spin Wash W/Drain Pump, White",Della,Portable Washers,Appliances,,3.1,31,https://m.media-amazon.com/images/I/61qwkGUPX2L._AC_SL1300_.jpg
B08QMWP9GV,0.6679295384255179,3.68E-4,"HASMX Replacement Humidifier Filter Wick for Halls H620, H-620, HLS1400, HLS-1400, HLF62, HLF-62 Humidifier Wicking Filter 20-1/8\" L x 4\" W x 1\" T (3-Pack)",Hasmx,Replacement Wicks,Amazon Home,32.99,5.0,1,https://m.media-amazon.com/images/I/71Q8qFo5tLL._AC_SL1500_.jpg
B07QMMPKJ1,0.6676770686897192,3.68E-4,"Frigidaire FGET3066UF 30\" Gallery Series Double Electric Wall Oven with Convection in Stainless Steel",Frigidaire,Double Wall Ovens,Tools & Home Improvement,,3.8,83,https://m.media-amazon.com/images/I/51jfpwdTd3L._AC_SL1000_.jpg
B084MN1JDY,0.6679317967276263,3.68E-4,"Burner Control Knob Replacement For Maytag, Jenn Air 74010839, 7737P372-60, PS11744413, WP74010839VP (4 Pack)",Tuuliv,Knobs,Tools & Home Improvement,,4.1,72,https://m.media-amazon.com/images/I/81TH3d38T1L._AC_SL1500_.jpg
B07GWC5FGD,0.66775371462567,3.68E-4,BlueStars 6602-001655 & DC93-00634A Dryer Belt & Idler Pulley,Sixbagin,Replacement Parts,Tools & Home Improvement,,4.7,53,https://m.media-amazon.com/images/I/717gH0ClXjL._AC_SL1500_.jpg
B08P1M6MDD,0.6676723990366119,3.68E-4,"Full-Automatic Washing Machine, WANAI Portable Washer Spinner 1.32cu.ft/12lbs Compact Laundry Washing Machine Top Load with Drain Pump 10 Programs 8 Water Level Selections with LED Display (1.32cu.ft)",Wanai,Portable Washers,Appliances,,3.5,46,https://m.media-amazon.com/images/I/51KJjoYWjyS._AC_SL1500_.jpg
B07HQZTG4B,0.6673340475248647,3.68E-4,"Edgewater Parts 4389102 W10757851,2198586 W10193840 AP3137510 PS557945 Ice Maker Control Board Kit Compatible with Whirlpool Emitter Sensor",Edgewater Parts,Ice Makers,Industrial & Scientific,22.85,4.2,19,https://m.media-amazon.com/images/I/51TtouurlEL._SL1000_.jpg
B07SGLCN3F,0.6673562375950953,3.68E-4,Washer Anti-Vibration and Anti-Walk Washer and Dryer Feet | 8% Bigger Than The Leading Competition | Shock Absorbing Pads with Unique Textured Base (Pack of 4 Rubber Feet) By VIBE KILLER,Dinkin,Washer Parts & Accessories,Tools & Home Improvement,29.99,4.2,246,https://m.media-amazon.com/images/I/71m1Vx46MXL._AC_SL1500_.jpg
B006YFF24Y,0.6676211291995816,3.68E-4,Samsung RB215ACWP 20.0 Cu. Ft. White Bottom Freezer Refrigerator - Energy Star,Samsung,Refrigerators,Appliances,,1.0,1,https://m.media-amazon.com/images/I/51JvMQJmLML._AC_SL1000_.jpg
B09DLFK6P6,0.6676471160398866,3.68E-4,"Purggy Refrigerator Door Handle Covers Set of 8, Santa Snowman Kitchen Appliance Covers Fridge Microwave Oven Dishwasher Door Handle Protector Christmas Decorations",Purggy,Handles,Appliances,,4.5,210,https://m.media-amazon.com/images/I/71YJIRNJ34L._AC_SL1500_.jpg
B00BJMKP08,0.6676211291995816,3.68E-4,"KitchenAid Architect Series II 30\" Stainless Steel Single Wall Oven KEBK101BSS",Kitchenaid,Single Wall Ovens,Appliances,,1.0,1,https://m.media-amazon.com/images/I/61pkIOub7qL._AC_SL1290_.jpg
B006WNGDBE,0.6675990374475557,3.68E-4,ERP 3390719 Dryer Thermal Fuse,Erp,Replacement Parts,Tools & Home Improvement,6.36,4.4,156,https://m.media-amazon.com/images/I/41SZPQfEyoL._AC_SL1000_.jpg
B07HDTBY9W,0.6676211291995816,3.68E-4,"OEM Samsung Dryer Lint Filter Screen Supplied With DVE55M9600V, DVE55M9600V/A3, DVE55M9600W, DVE55M9600W/A3",Samsung,Replacement Parts,Appliances,43.0,5.0,8,https://m.media-amazon.com/images/I/81Fqnmys+YL._AC_SL1500_.jpg
B01HA8HIUE,0.666956251480708,3.67E-4,GE WR72X239 Left Crisper Drawer Glide for Refrigerator,Ge,Bins,Appliances,25.41,4.6,187,https://m.media-amazon.com/images/I/51rCXPSmrBL._AC_SL1500_.jpg
B076CQFBH3,0.6667430147045981,3.67E-4,"Frigidaire 4-Piece Smudge-Proof Stainless Steel Set, FGHN2866PF 36\" French Door Refrigerator, FGGF3035RF 30\" Gas Range, FGID2466QF Fully Integrated Dishwasher and FGMV175QF Over the Range Microwave",Frigidaire,Refrigerators,Appliances,,1.9,3,https://m.media-amazon.com/images/I/61VnfHvX2tL._AC_SL1000_.jpg
B07PJ8HMX5,0.6669405643519107,3.67E-4,4681EA2001T Drain Pump Compatible with LG Washing Machine Replaces WM8000HVA 4681EA2001D AP5328388 4681EA1007G PS3579318 2003273 by TOPEMAI,Topemai,Drain Pumps,Appliances,25.19,4.0,173,https://m.media-amazon.com/images/I/511JP7izD1L._AC_SL1001_.jpg
B06XWQRY22,0.6666673170204843,3.67E-4,5303918301 Refrigerator Garage Heater Kit for Frigidaire Kenmore AP3722172 PS900213 AH900213 by Wadoy,Wadoy,Refrigerators,Tools & Home Improvement,,3.9,41,https://m.media-amazon.com/images/I/71B+wsNW4lL._AC_SL1500_.jpg
B08FHS36Y2,0.6667845375829967,3.67E-4,Sikawai Porcelain Drip Pan WB31M19 and WB31M20 Burner Drip Bowls Replacement Set Compatible with GE Hotpoint Electric Stove Range Includes 1 8-Inch and 3 6-Inch Burner Drip Pans - 4 Pack,Sikawai,Unknown,Appliances,,4.0,133,https://m.media-amazon.com/images/I/71+BW74s8VL._AC_SL1500_.jpg
B0814LK825,0.666899352668581,3.67E-4,SPT BD-0538A Mini Kegerator & Dispenser,Spt,Kegerators,Appliances,178.76,3.7,198,https://m.media-amazon.com/images/I/81dDZ8DGBOL._AC_SL1500_.jpg
B08R64CX5Q,0.6671179358027559,3.67E-4,FFROI Water Filter DS-22 3packs,Ffroi,Water Filters,Amazon Home,,4.7,13,https://m.media-amazon.com/images/I/71TKtwRH-QL._AC_SL1500_.jpg
B085HYN9B2,0.6672835414592232,3.67E-4,"Pureline EWF01 Replacement for Electrolux EWF01, PureSource2, WF2CB, NGFC 2000, FC-300, FC300, MB-100, MB100, EFF-6018A, 241988703, 46-9911, Refrigerator Water Filter - Reduces Bad Taste & Odor",Pureline,Water Filters,Appliances,35.95,4.3,174,https://m.media-amazon.com/images/I/712zDDVKouS._AC_SL1500_.jpg
B08WWZS883,0.6671091041457532,3.67E-4,What's Up? DC97-16742A Dryer Lint Filter with Cover Compatible with Samsung Dryer Replaces 3319952 AP5306681 PS4221839,What's Up?,Replacement Parts,Tools & Home Improvement,16.99,4.6,35,https://m.media-amazon.com/images/I/71EmgVwoD4L._AC_SL1500_.jpg
B01AYRSCYO,0.6669502380669162,3.67E-4,"Della Premium Ice Maker Portable Counter-Top, Daily Ice Making Capacity: 26 LBS (Silver)",Della,Ice Makers,Amazon Home,,3.9,260,https://m.media-amazon.com/images/I/51-S5yeEIgL._AC_SL1076_.jpg
B08D3Q2FF2,0.6672628697605996,3.67E-4,Z-TON 2020 Upgraded Mini Ultrasonic Washing Machine Foldable Portable Washer Bucket USB and Plug Convenient Laundry for Apartments Camping Dorms Business Trip and Children's Laundry(Red),Z-ton,Portable Washers,Amazon Home,,2.9,22,https://m.media-amazon.com/images/I/61M7kgXjsvL._AC_SL1500_.jpg
B07R444GHG,0.6669232922669258,3.67E-4,Supplying Demand 316233903 316217008 Range Oven Interior Temperature Sensor Probe Replacement Model Specific Not Universal,Supplying Demand,Parts & Accessories,Tools & Home Improvement,17.49,4.0,140,https://m.media-amazon.com/images/I/61aAEIWxPtL._AC_SL1500_.jpg
B0974LQ5K1,0.6667136431586008,3.67E-4,"Giantex Portable Washing Machine, Washer and Spinner Combo with Water Heating, 8 Programs 3 Water Levels and Built-In Drain Pump, 2 In 1 Compact Laundry Washer Full Automatic for Apartment Dorm RV",Giantex,Portable Washers,Appliances,249.99,3.9,63,https://m.media-amazon.com/images/I/61HwC-Q5fVL._AC_SL1500_.jpg
B07HBCGSV2,0.6669189696867815,3.67E-4,Supplying Demand W10388414 W10116915 Front Load Clothes Washer Drive Belt Replacement Model Specific Not Universal,Supplying Demand,Replacement Parts,Industrial & Scientific,19.69,4.5,122,https://m.media-amazon.com/images/I/61X0eH0vV3L._SL1500_.jpg
B01DTJ2NQC,0.6671860873227631,3.67E-4,"2 Reusable My K Cups Filters - Refillable K Carafe Coffee Pods Accessories for Keurig 2.0 K200, K300, K400, K500 Brewers by GoodCups",Goodcups,Reusable Filters,Amazon Home,,3.9,259,https://m.media-amazon.com/images/I/61HnEsJxnFL._AC_SL1500_.jpg
B01FG88TO4,0.6667469939989374,3.67E-4,Integra Boost 67g Humidiccant 62% (12/Pack) 2-Way Humidity Control Packs,Integra Boost,Accessories,Amazon Home,26.88,4.5,1067,https://m.media-amazon.com/images/I/61Jgrm7B58L._AC_SL1500_.jpg
B07S9937B8,0.6669857671841607,3.67E-4,Pack of 4 Range Oven Burner Spark ignitor Electrode Replacement for Whirlpool Maytag 74009336 AP6011124,Unbrand,Accessories,Tools & Home Improvement,11.98,4.2,33,https://m.media-amazon.com/images/I/61JvAPIWSYL._AC_SL1500_.jpg
B00MOCQYH0,0.6670919034375276,3.67E-4,General Electric WB27T10219 Oven Control Board,Ge,Oven Parts & Accessories,Tools & Home Improvement,,5.0,4,https://m.media-amazon.com/images/I/91OKMPfqUFL._AC_SL1500_.jpg
B09T95VKHG,0.6670610517432347,3.67E-4,"FRESKO Ice Makers Countertop with 1.85 Water Reservoir, 2 Sizes Of Bullet Ice, 26 lbs in 24 Hours, Self-cleaning Mode Ice Maker, Portable Ice Maker with Handle",Fresko,Ice Makers,Amazon Home,,4.5,72,https://m.media-amazon.com/images/I/71cBManEE0L._AC_SL1500_.jpg
B01BGMU5OG,0.6671040009919199,3.67E-4,"NAPCO 4391960 Dryer Heat Element, White",Napco,Replacement Parts,Tools & Home Improvement,28.4,4.6,57,https://m.media-amazon.com/images/I/71WFBoTD8yL._AC_SL1500_.jpg
B08H7918TF,0.6672245359024922,3.67E-4,Supplying Demand W10304342 4444499 Clothes Washer Pressure Switch Replacement Model Specific Not Universal,Supplying Demand,Replacement Parts,Tools & Home Improvement,62.99,4.7,25,https://m.media-amazon.com/images/I/71dm8HquJSL._AC_SL1500_.jpg
B07KFKL36B,0.6672073852959197,3.67E-4,"R.A.M Reli?ble AlR CAR? HDC-411 Super Wick 4xPack, Humidif?er Wick Filter Genuine 4 Filters",Miputa,Replacement Wicks,Amazon Home,,4.5,100,https://m.media-amazon.com/images/I/61uo85nYVLL._AC_SL1024_.jpg
B08NJ8LBX3,0.6672138880830112,3.67E-4,"Filter Everything Replacement Range Filter Compatible With Broan R610045, R610050, SR610045, Estate 883093, 883103, 883149, 1017892, 14210156, and more; 11-1/2 X 11-3/4 X 3/8 L3; 1-Pack",Filter Everything,Filters,Appliances,,4.7,136,https://m.media-amazon.com/images/I/A1mwhGR5OpL._AC_SL1500_.jpg
B085ZPB5KM,0.66716394434091,3.67E-4,"Kitchen Basics 101 SGP-400 4 Pack Chrome Square Gas Range Pan Directly Replaces 786333, AP6011553, PS11744751 and many others",Kitchen Basics 101,Drip Pans,Tools & Home Improvement,13.81,4.5,1399,https://m.media-amazon.com/images/I/81qIaqvq4tL._AC_SL1500_.jpg
B01BREIZCW,0.666861605964765,3.67E-4,ForeverPRO LT120F Air Cleaner Filter Assembly Pack of 3 for LG Refrigerator ADQ73214402 ADQ73214406 and Kenmore Elite 9918,Foreverpro,Water Filters,Tools & Home Improvement,7.99,4.7,614,https://m.media-amazon.com/images/I/81wprYWEcbL._AC_SL1500_.jpg
B096SWNHB1,0.6664690934799279,3.66E-4,FddPzum 4 Inches Louvered Dryer Vent Cover White Plastic Vent Grille Exhaust Cover(Includes Metal Grille Screen),Fddpzum,Vents,Tools & Home Improvement,13.99,3.4,6,https://m.media-amazon.com/images/I/510P29jRzHL._AC_SL1100_.jpg
B01N56KEU6,0.6665906127007126,3.66E-4,Inkbird ITC-308 Temperature Controller with IHC-200 Humidity Controller,Inkbird,Humidity Meters,Amazon Home,72.99,4.6,967,https://m.media-amazon.com/images/I/71Q1wz-DBHL._AC_SL1500_.jpg
B07G4MKRSX,0.6660246878179271,3.66E-4,"8182703 Washer Shock Absorber Replacement for Whirlpool, Maytag, Kenmore/Sears, Kitchen Aid Washers 8181646 - PS989596 - AP3868181-1 Pack - 1 Year Warranty",Ezatrading,Replacement Parts,Tools & Home Improvement,12.49,4.4,149,https://m.media-amazon.com/images/I/4150M9rPMBL._AC_SL1500_.jpg
B07Z3L9SQL,0.6665911104403381,3.66E-4,"MEICHU Coffee Filter for Chemex Stainless Steel 2PCS Pour Over Metal Coffee Dripper Reusable Cone Filter for Chemex, Carafes and Other Coffee Makers",Meichu,Reusable Filters,Amazon Home,15.99,4.4,278,https://m.media-amazon.com/images/I/61yc19jE5cL._AC_SL1080_.jpg
B084DCSBQ4,0.6660717644962972,3.66E-4,SAP DC31-00111A Samsung Washer Motor Stator compatible with some Samsung Washers and Dryers - FREE PRIORITY SHIPPING - Please VERIFY if this will fit your model.,Sap,Replacement Parts,Tools & Home Improvement,,4.0,33,https://m.media-amazon.com/images/I/71qVBGnj5-L._AC_SL1500_.jpg
B07MY5TBVJ,0.6663314414458437,3.66E-4,ApplianPar 211124 & 211125 Washer Belt Set for Whirlpool Maytag Jenn-Air Washer Washing Machine 12112425 12112425VP 210024,Applianpar,Washer Parts & Accessories,Tools & Home Improvement,9.49,4.0,56,https://m.media-amazon.com/images/I/51G2hzKDx4L._AC_SL1200_.jpg
B075W262T1,0.6660038940371003,3.66E-4,"Whirlpool W10196406 Range Drip Pan, 6-in (Chrome) Genuine Original Equipment Manufacturer (OEM) Part",Whirlpool,Drip Pans,Appliances,17.07,4.0,5,https://m.media-amazon.com/images/I/51DdWzpXjYL._AC_SL1000_.jpg
B07RY3SCBN,0.6660471947338321,3.66E-4,Supplying Demand 786324 0062766 Gas Range Oven Long Ceramic Igniter Replacement Model Specific Not Universal,Supplying Demand,Parts & Accessories,Tools & Home Improvement,35.99,4.0,49,https://m.media-amazon.com/images/I/71-u8JoJhHL._AC_SL1500_.jpg
B08CXRRSRS,0.6662316998671345,3.66E-4,"(Packs of 10) W10350376 (2) W10195840 (2) W10195839 (2) W10250160 (2) W10508950 (2) for Dishwasher Parts Upper Rack,0.9\" Diameter Wheel, kitchen Aid kenmore Dishwasher Replacement Parts",Monkemon,Baskets,Tools & Home Improvement,,4.1,129,https://m.media-amazon.com/images/I/617kEFywFIL._AC_SL1200_.jpg
B091TK8WYG,0.6663284852998158,3.66E-4,"SIAMHOO Stove Burner Cover-BPA Free,Reusable Gas Stove Burner Covers,Keep Kitchen Clean Accessories Stove Burner Liners Size 10.6\" x 10.6\"(8 Packs)",Siamhoo,Accessories,Amazon Home,5.99,4.2,60,https://m.media-amazon.com/images/I/618V8OPfl-L._AC_SL1500_.jpg
B00XU0PFA2,0.6664750680027745,3.66E-4,HQRP Bearing and Seal Kit works with Frigidaire FTF530ES1 FTF530FS0 FTF530FS1 FTF530FS2 FTF530FS3 FTF530FS4 Front Load Washing Machine Washer Tub,Hqrp,Doors,Appliances,18.95,4.4,54,https://m.media-amazon.com/images/I/71QsmM9g7fL._AC_SL1500_.jpg
B07FCCYMWX,0.6664964268620477,3.66E-4,Eagles Pack of 2 Eagles Replacement Compatible with Bionair Wick Filter BWF75 Holmes HM-3500 3600 3640 3650 3655-White Westinghouse WWHM3300 WWHM3600,Eagles,Humidifier Parts & Accessories,Tools & Home Improvement,25.99,4.3,30,https://m.media-amazon.com/images/I/81R4+5zoZHL._AC_SL1500_.jpg
B077H7P45Q,0.6660604667696202,3.66E-4,"Smarturns Vertical Knobs, Intelligent knobs for Both Gas and Electrical stoves (4-knobs Package Vertical only), Smart Alerts You If You Forget to Turn Off Stove Or Leave Home with The Stove On",Tochtech Technologies,Knobs,Appliances,,3.3,11,https://m.media-amazon.com/images/I/61RtiLZNakS._AC_SL1500_.jpg
B09CTDLK5T,0.6664481758506854,3.66E-4,YesParts WPW10253483 Durable Washer Latch compatible with W10253483 8540772 1515091 8540222,Yesparts,Replacement Parts,Tools & Home Improvement,,4.5,2,https://m.media-amazon.com/images/I/511bUBsbtqL._AC_SL1500_.jpg
B07Q3DDQC4,0.6665613558133969,3.66E-4,Washing Machine Kit Fits Whirlpool 3 pcs Suspension Spring WP63907 & 1 pcs Counterweight Counter Balance W10250667 & WP285744 Base Pads,Aotwd,Replacement Parts,Tools & Home Improvement,19.99,4.4,71,https://m.media-amazon.com/images/I/51UAuAkExZL._AC_SL1000_.jpg
B08NV389WB,0.6662080873795402,3.66E-4,GE WH08X31577 Washer Lid Lock and Harness Assembly Service Kit,Ge,Replacement Parts,Appliances,79.99,4.6,153,https://m.media-amazon.com/images/I/81bFnAJPjmL._AC_SL1500_.jpg
B01BE219H0,0.6660726111759651,3.66E-4,4PK ORANGE DRUM ROLLER BEARING FOR HUEBSCH/SQ/IPSO - 70298701P,"Huebsch, Sq, Uni",Washer Parts & Accessories,Industrial & Scientific,,3.8,5,https://m.media-amazon.com/images/I/81SvSydlWnL._SL1500_.jpg
B00AYBKUAA,0.6662482138620243,3.66E-4,LG Electronics 4581EL3001A Dryer Drum Support Roller,Lg,Replacement Parts,Appliances,,4.4,251,https://m.media-amazon.com/images/I/81EOSXlkw9L._AC_SL1500_.jpg
B08FXT9SYR,0.666095625017169,3.66E-4,"Apparsol  Washer Lid Switch 8318084 for Whirlpool, Kenmore Replaces AP3180933 PS886960",Apparsol,Replacement Parts,Appliances,9.99,4.0,80,https://m.media-amazon.com/images/I/515xrMNueoS._AC_SL1500_.jpg
B08ML6M6BX,0.6660408150976824,3.66E-4,"VICKMALL Air Duct Hose, 4 Inch 10FT Flexible Ducting Dryer Vent Hose with 2 Clamps Great for HVAC Duct, Dryer Rooms, Grow Tents, Kitchen,Portable Air Conditioner…",Vickmall,Vents,Amazon Home,,4.3,100,https://m.media-amazon.com/images/I/71fAQ3C7+uL._AC_SL1001_.jpg
B07VS2B32V,0.6656750779519753,3.65E-4,Anti-Vibration and Anti-Walk Washer and Dryer Pads (Blue),L Continue,Replacement Parts,Tools & Home Improvement,14.99,4.3,175,https://m.media-amazon.com/images/I/61iWp7kwe5S._AC_SL1200_.jpg
B00AUDABUG,0.6655506629523208,3.65E-4,LG Electronics 5210JA3004U 5/16-Inch Refrigerator Plastic Tubing,Lg,Parts & Accessories,Appliances,16.99,4.6,271,https://m.media-amazon.com/images/I/71h09craWEL._AC_SL1500_.jpg
B08542ZJ5Z,0.6654308303573712,3.65E-4,RO6G W10349187 Water Inlet Valve AP6020095 PS11753408 Genuine for Whirlpool (1-Pack),Ro6g,Replacement Parts,Tools & Home Improvement,,4.1,18,https://m.media-amazon.com/images/I/61hAyJPvJAL._AC_SL1500_.jpg
B07M5SFWWR,0.6659842407770837,3.65E-4,"HIFROM Humidifier Wick Filter B Replacement for Holmes Sunbeam Bionaire BWF64, BWF64CS, BCM1745, BCM1745-C, BCM2200, Replacement for HM1645, HM1730, HM1745, HM1746, HM1750, HM1761, HM2220(6pcs)",Hifrom,Replacement Wicks,Amazon Home,37.99,4.0,31,https://m.media-amazon.com/images/I/81KF7bM7UtL._AC_SL1001_.jpg
B08N15YHH1,0.6654975259574549,3.65E-4,"Portable Washing Machine Mini Washing,Mini Dishwashers Ultrasonic Turbo Disinfection with USB, Suitable for Home, Business, Travel, College Room, RV, Apartment",Albc,Portable Washers,Industrial & Scientific,21.99,3.3,27,https://m.media-amazon.com/images/I/61xjwK1htuL._SL1500_.jpg
B07PLN7G51,0.6657162840409627,3.65E-4,What'sUp? DA47-00243K Defrost Bimetal Thermostat for Samsung Refrigerator Replaces DA47-00243B DA47-00243C DA47-00243J,What's Up?,Parts & Accessories,Industrial & Scientific,17.89,4.8,62,https://m.media-amazon.com/images/I/619mIiw2rYL._SL1500_.jpg
